epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,200.673,1.22639,2.82541,1.26234,0.01456,0.24028,0.01451,0.00295,3.70889,11.6666,2.9497,0.0964,0.0004,0.0004
2,398.879,2.00922,3.47884,1.90479,0.00054,0.02778,0.00028,6e-05,5.19519,4394.04,25.4496,0.0918911,0.00089109,0.00089109
3,603.194,2.27032,3.5046,2.02723,0.00054,0.02778,0.00028,6e-05,4.92154,8.27426e+14,2.01665e+12,0.0873723,0.00137228,0.00137228
4,804.947,2.48925,3.52192,2.66825,0.00054,0.02778,0.00028,6e-05,4.42167,1.35635e+17,2.20293e+13,0.0828436,0.00184357,0.00184357
5,1058.25,2.52777,3.33027,2.63059,0.00015,0.01389,9e-05,4e-05,4.24051,1.06679e+17,7.13635e+12,0.078305,0.00230496,0.00230496
6,1273.23,2.49974,3.09116,2.43033,0.00015,0.01389,9e-05,4e-05,4.39816,4.74727e+16,2.32003e+14,0.0737565,0.00275645,0.00275645
7,1476.79,2.44592,2.98988,2.31464,0.00015,0.01389,9e-05,3e-05,4.47231,7.23646e+17,5.01549e+14,0.069198,0.00319804,0.00319804
8,1681.13,2.18899,2.76081,2.2173,0.00019,0.01389,0.00037,4e-05,3.90842,9.1174e+17,7.98811e+14,0.0646297,0.00362973,0.00362973
9,1877.57,2.05422,2.67359,2.07908,0.00015,0.01389,0.0003,0.00012,4.51284,1.80696e+18,4.01328e+15,0.0600515,0.00405152,0.00405152
10,2072.16,2.35828,3.21808,2.39727,0.00015,0.01389,0.0003,0.00012,4.27209,7.46644e+16,2.66168e+14,0.0554634,0.00446341,0.00446341
11,2262.85,2.46804,3.06051,2.59676,0.00015,0.01389,0.0003,0.00012,4.43977,2.68534e+15,7.97522e+12,0.0508654,0.0048654,0.0048654
12,2451.95,2.28342,2.71236,2.33901,0.00015,0.01389,0.0003,0.00012,4.45849,8.49892e+13,2.15796e+11,0.0462575,0.00525749,0.00525749
13,2641.46,2.25801,2.57308,2.268,0.00015,0.01389,0.0003,0.00012,4.44109,1.5581e+13,3.6511e+10,0.0416397,0.00563968,0.00563968
14,2838.12,2.10204,2.41589,2.15806,0.0002,0.01389,0.00012,1e-05,4.45774,4.60879e+12,1.00485e+10,0.037012,0.00601197,0.00601197
15,3025.17,2.17209,2.32521,2.37481,0.0002,0.01389,0.00011,1e-05,4.45914,3.62318e+11,1.06553e+09,0.0323744,0.00637436,0.00637436
16,3211.71,2.26337,2.34526,2.31742,0.00027,0.02778,0.00027,3e-05,4.54767,8.37329e+10,3.81455e+08,0.0277268,0.00672685,0.00672685
17,3404.79,2.01125,2.29205,2.13159,0.0002,0.02778,0.00026,0.0001,4.43527,2.33362e+10,5.33362e+08,0.0230694,0.00706944,0.00706944
18,3605.27,2.02152,2.07192,2.07946,0.00061,0.02778,0.00111,0.00013,6.09534,3.55818e+10,4.34055e+08,0.0184021,0.00740213,0.00740213
19,3809.28,1.93072,2.25724,2.01785,0.0002,0.02778,0.00021,4e-05,4.28831,3.88046e+09,1.01711e+08,0.0137249,0.00772492,0.00772492
20,4010.34,2.04176,2.32034,2.18088,0.00015,0.01389,9e-05,2e-05,4.24316,7.34092e+09,3.09504e+07,0.00903781,0.00803781,0.00803781
21,4212.44,2.07793,2.29634,2.25673,0.00015,0.01389,9e-05,2e-05,4.24316,7.0093e+09,1.57407e+07,0.00802,0.00802,0.00802
22,4410.59,1.9472,2.22002,2.06572,0.00015,0.01389,9e-05,1e-05,4.13219,5.46173e+09,1.31429e+07,0.007921,0.007921,0.007921
23,4606.57,1.79617,1.91583,1.87492,0.00029,0.02778,0.0002,3e-05,3.87892,4.38453e+09,1.02698e+07,0.007822,0.007822,0.007822
24,4810.14,1.87834,2.06398,2.00891,0.00021,0.01389,0.00014,1e-05,3.94303,4.02493e+08,928446,0.007723,0.007723,0.007723
25,5010.51,1.81418,1.92596,1.99848,0.00021,0.01389,0.00014,1e-05,3.73213,4.89974e+08,475221,0.007624,0.007624,0.007624
26,5213.62,1.87875,2.07643,1.9562,0.00021,0.01389,0.00014,1e-05,3.84836,9.64897e+07,162339,0.007525,0.007525,0.007525
27,5413.44,1.97195,2.02831,1.93103,0.00021,0.01389,0.00014,1e-05,4.00135,1.28701e+07,51866.1,0.007426,0.007426,0.007426
28,5609.95,1.84049,1.92668,1.89615,0.00021,0.01389,0.00014,1e-05,0,2.92195e+06,0,0.007327,0.007327,0.007327
29,5807.8,1.75622,1.87164,1.89614,0.00021,0.01389,0.00014,1e-05,0,33582,0,0.007228,0.007228,0.007228
30,6007.01,1.76299,1.76056,1.75047,0.00021,0.01389,0.00014,1e-05,1.04769,176.707,81.8167,0.007129,0.007129,0.007129
31,6211.55,1.80688,1.80688,1.94443,0.00021,0.01389,0.00014,1e-05,0,0,0,0.00703,0.00703,0.00703
32,6416.55,1.77785,1.68851,1.82234,0.53054,0.025,0.006,0.00195,3.85375,15.2034,4.15382,0.006931,0.006931,0.006931
33,6614.78,1.69424,1.71648,1.77268,0.28409,0.025,0.01132,0.0028,3.85032,20.2582,4.92617,0.006832,0.006832,0.006832
34,6815.07,1.72466,1.76927,1.93087,0.0196,0.2125,0.02128,0.00574,3.90987,12.4393,4.98108,0.006733,0.006733,0.006733
35,7018.2,1.70485,1.66181,1.78551,0.25,0.18743,0.19119,0.08631,3.37799,16.1375,4.416,0.006634,0.006634,0.006634
36,7219.32,1.86135,1.93055,1.95279,0.20559,0.35709,0.25303,0.10654,2.69306,31.7074,3.06457,0.006535,0.006535,0.006535
37,7409.41,1.51903,1.50703,1.70004,0.28404,0.40208,0.31528,0.11174,2.61926,28.631,2.91684,0.006436,0.006436,0.006436
38,7604.93,1.6431,1.67342,1.69231,0.23848,0.33542,0.30784,0.09017,2.48882,21.0806,2.8731,0.006337,0.006337,0.006337
39,7801.45,1.62299,1.49872,1.71416,0.24559,0.25377,0.23513,0.08164,2.65921,20.244,3.25336,0.006238,0.006238,0.006238
40,8000.23,1.46564,1.50755,1.63348,0.26406,0.38056,0.28047,0.15629,2.06614,23.5276,2.43087,0.006139,0.006139,0.006139
41,8203.26,1.50432,1.46518,1.73233,0.42002,0.39444,0.31465,0.16634,2.07282,19.1238,2.4823,0.00604,0.00604,0.00604
42,8409.33,1.56262,1.49159,1.65388,0.16176,0.40833,0.21686,0.09341,2.34932,25.3941,2.71137,0.005941,0.005941,0.005941
43,8612.93,1.67499,1.46356,1.85703,0.29801,0.14261,0.06856,0.02813,2.50735,26.372,3.04453,0.005842,0.005842,0.005842
44,8811.93,1.50316,1.36535,1.66726,0.32907,0.60097,0.43826,0.19195,2.02857,12.2519,2.38585,0.005743,0.005743,0.005743
45,9007.37,1.50996,1.42985,1.63933,0.2613,0.50751,0.33456,0.1569,1.98199,9.91389,2.21044,0.005644,0.005644,0.005644
46,9208.36,1.78932,1.52772,2.06662,0.67651,0.33403,0.34247,0.18695,1.90172,6.82145,2.09375,0.005545,0.005545,0.005545
47,9408.94,1.56793,1.63451,1.68359,0.69615,0.32398,0.33112,0.14856,1.92336,7.91501,2.23466,0.005446,0.005446,0.005446
48,9612.48,1.55933,1.43644,1.68345,0.77511,0.30603,0.31041,0.14085,1.8133,8.45459,2.21832,0.005347,0.005347,0.005347
49,9813.08,1.62959,1.71053,1.81102,0.80313,0.34047,0.44477,0.22135,1.69629,4.67057,1.86686,0.005248,0.005248,0.005248
50,10012.1,1.45741,1.31427,1.58351,0.36881,0.78347,0.58957,0.28662,1.7062,3.41131,1.83208,0.005149,0.005149,0.005149
51,10207.8,1.54417,1.48778,1.68777,0.61732,0.5437,0.61285,0.31865,1.7029,2.4808,1.79339,0.00505,0.00505,0.00505
52,10410.8,1.44911,1.40197,1.69385,0.63831,0.59058,0.66246,0.36233,1.74438,2.05722,1.6792,0.004951,0.004951,0.004951
53,10612.9,1.34458,1.17989,1.48784,0.71679,0.69595,0.75136,0.41065,1.7184,2.03829,1.65506,0.004852,0.004852,0.004852
54,10817,1.41765,1.25163,1.59832,0.69739,0.63958,0.79175,0.43469,1.61144,1.99617,1.5915,0.004753,0.004753,0.004753
55,11020.2,1.45638,1.36141,1.567,0.65516,0.70228,0.76276,0.44696,1.60196,1.9165,1.6153,0.004654,0.004654,0.004654
56,11212.8,1.38912,1.32957,1.57357,0.85137,0.64895,0.76728,0.44583,1.5385,1.66305,1.54061,0.004555,0.004555,0.004555
57,11396.1,1.36987,1.24137,1.45072,0.89134,0.70786,0.77997,0.45306,1.49495,1.68964,1.51319,0.004456,0.004456,0.004456
58,11588.9,1.39989,1.17668,1.46477,0.59055,0.77286,0.70708,0.40747,1.49357,1.62739,1.57022,0.004357,0.004357,0.004357
59,11782,1.35597,1.20403,1.48508,0.55846,0.74782,0.71467,0.39183,1.53049,1.77757,1.58923,0.004258,0.004258,0.004258
60,11971.6,1.5496,1.27835,1.5341,0.77041,0.54862,0.69255,0.40348,1.54083,2.14611,1.63908,0.004159,0.004159,0.004159
61,12162.4,1.43067,1.1828,1.44743,0.86072,0.53936,0.73737,0.41701,1.4707,1.9439,1.60889,0.00406,0.00406,0.00406
62,12351.2,1.34863,1.10059,1.52221,0.8762,0.48037,0.77933,0.44897,1.40389,1.65485,1.55246,0.003961,0.003961,0.003961
63,12541.2,1.36131,1.1734,1.5171,0.88526,0.53665,0.8499,0.49171,1.41331,1.47655,1.5369,0.003862,0.003862,0.003862
64,12730.1,1.39055,1.11738,1.51086,0.8302,0.78506,0.86799,0.49863,1.41587,1.49303,1.5238,0.003763,0.003763,0.003763
65,12923.7,1.30383,1.06806,1.43288,0.76042,0.76426,0.85191,0.50043,1.35321,1.53295,1.45563,0.003664,0.003664,0.003664
66,13120.7,1.25407,1.10989,1.4564,0.82344,0.7476,0.86528,0.51487,1.38388,1.57969,1.44984,0.003565,0.003565,0.003565
67,13312.8,1.22751,0.97185,1.35628,0.79381,0.8333,0.85677,0.48942,1.36834,1.57546,1.414,0.003466,0.003466,0.003466
68,13501.2,1.3433,1.17507,1.53416,0.80372,0.77826,0.81708,0.51955,1.41314,1.31664,1.4473,0.003367,0.003367,0.003367
69,13688.2,1.43293,1.21959,1.56207,0.79022,0.80069,0.82784,0.54948,1.36398,1.1928,1.43025,0.003268,0.003268,0.003268
70,13876,1.43561,1.33065,1.57562,0.75939,0.79431,0.81902,0.55488,1.3342,1.17981,1.43024,0.003169,0.003169,0.003169
71,14065.7,1.16697,0.98064,1.34152,0.75605,0.78912,0.81778,0.55182,1.2963,1.11799,1.40846,0.00307,0.00307,0.00307
72,14262.8,1.28617,1.02693,1.37973,0.80614,0.88954,0.89847,0.59363,1.29618,1.12646,1.42195,0.002971,0.002971,0.002971
73,14453.4,1.13075,0.95451,1.30796,0.76693,0.85208,0.88432,0.58679,1.34178,1.16725,1.43116,0.002872,0.002872,0.002872
74,14648.9,1.20264,0.9872,1.36366,0.82172,0.83819,0.88646,0.60572,1.33533,1.10097,1.43058,0.002773,0.002773,0.002773
75,14841.6,1.12278,1.02256,1.34991,0.8298,0.79955,0.89305,0.59848,1.33778,1.03707,1.41658,0.002674,0.002674,0.002674
76,15040.5,1.20305,0.93633,1.30978,0.79791,0.84411,0.90845,0.58965,1.49244,1.07698,1.47327,0.002575,0.002575,0.002575
77,15236.9,1.17992,1.03555,1.36055,0.73123,0.85972,0.87388,0.56892,1.4851,1.07337,1.45783,0.002476,0.002476,0.002476
78,15440.6,1.24592,1.04514,1.37676,0.87309,0.82361,0.88658,0.55733,1.44971,1.0527,1.42209,0.002377,0.002377,0.002377
79,15641.9,1.12494,0.89385,1.34538,0.80973,0.80788,0.87893,0.55216,1.41771,1.02085,1.41174,0.002278,0.002278,0.002278
80,15842.1,1.28057,0.96709,1.46331,0.73558,0.80745,0.88042,0.55484,1.41832,1.07704,1.45862,0.002179,0.002179,0.002179
81,16041,1.12199,0.97373,1.33377,0.65711,0.8563,0.87955,0.55639,1.4216,1.12944,1.47544,0.00208,0.00208,0.00208
82,16237.3,1.05949,0.91996,1.26125,0.68145,0.86207,0.8782,0.55363,1.40873,1.10298,1.48959,0.001981,0.001981,0.001981
83,16437.6,1.10212,0.89508,1.28346,0.62543,0.85901,0.87404,0.54305,1.41052,1.13876,1.48948,0.001882,0.001882,0.001882
84,16640.7,1.13662,0.92745,1.31175,0.72558,0.81766,0.86235,0.56955,1.38704,1.11496,1.46158,0.001783,0.001783,0.001783
85,16856.7,1.17794,0.84008,1.34757,0.75209,0.84722,0.88555,0.60087,1.35393,1.03949,1.42937,0.001684,0.001684,0.001684
86,17099.6,0.98539,0.87862,1.2749,0.78221,0.88936,0.89987,0.6028,1.358,1.01431,1.41175,0.001585,0.001585,0.001585
87,17299.4,1.01562,0.78758,1.20257,0.77005,0.90763,0.92184,0.61559,1.36714,0.98755,1.39335,0.001486,0.001486,0.001486
88,17496.9,0.96458,0.77417,1.25121,0.83824,0.8907,0.92669,0.58922,1.29569,0.93565,1.35124,0.001387,0.001387,0.001387
89,17697.9,1.0133,0.81601,1.25095,0.81065,0.88611,0.91401,0.58357,1.28905,0.93536,1.36305,0.001288,0.001288,0.001288
90,17904.1,1.10589,0.83607,1.25317,0.84704,0.8808,0.9244,0.59103,1.27045,0.93562,1.34734,0.001189,0.001189,0.001189
91,18100.6,1.07896,0.97905,1.25848,0.84183,0.91556,0.93471,0.59502,1.24204,0.91746,1.32286,0.00109,0.00109,0.00109
92,18298.8,1.03773,0.91651,1.29705,0.87575,0.92697,0.94917,0.612,1.20153,0.86556,1.31184,0.000991,0.000991,0.000991
93,18484,1.02158,0.83773,1.27692,0.82899,0.98511,0.95433,0.62994,1.22265,0.84131,1.32359,0.000892,0.000892,0.000892
94,18668.2,0.96548,0.87776,1.22901,0.83839,0.94244,0.95719,0.6282,1.25783,0.84411,1.35078,0.000793,0.000793,0.000793
95,18863.5,0.9783,0.82892,1.24196,0.83361,0.92877,0.94834,0.60397,1.27692,0.85193,1.36352,0.000694,0.000694,0.000694
96,19058.5,0.97016,0.78799,1.27232,0.87541,0.93109,0.9587,0.61528,1.2617,0.83237,1.37148,0.000595,0.000595,0.000595
97,19255.9,0.96247,0.88817,1.2404,0.90409,0.92789,0.96265,0.62966,1.24889,0.82029,1.37261,0.000496,0.000496,0.000496
98,19452.6,0.97199,0.80053,1.21314,0.92411,0.93587,0.95878,0.62038,1.24905,0.81978,1.36904,0.000397,0.000397,0.000397
99,19646.9,0.87831,0.71134,1.20012,0.92632,0.94295,0.95957,0.62002,1.24408,0.81942,1.36011,0.000298,0.000298,0.000298
100,19838.6,0.85787,0.71552,1.16221,0.90575,0.94375,0.95237,0.62085,1.21326,0.81268,1.34973,0.000199,0.000199,0.000199
